severe,number_of_vehicles,number_of_casualties,speed_limit,road_type,urban_or_rural_area,junction_detail,day_of_week,hour,weather_conditions,road_surface_conditions,light_conditions,has_carriageway_hazard,has_vulnerable_vehicle,has_skidding_or_overturning,has_pedestrian_casualty,has_vulnerable_road_user
0,2,1,30,6,1,13,6,7,1,1,1,0,0,0,0,0
0,2,1,30,6,1,0,6,8,2,2,1,0,1,0,0,1
1,1,1,30,6,1,0,1,17,1,1,1,0,0,0,1,1
1,1,1,20,6,1,0,6,20,1,1,1,0,0,0,0,0
0,1,1,30,6,1,0,2,8,2,2,1,0,0,0,1,1
0,2,1,30,3,1,16,2,5,1,1,1,0,0,0,0,0
1,2,1,30,6,1,13,1,13,4,1,1,0,1,0,0,1
0,1,1,30,3,1,16,5,16,1,2,1,0,0,0,1,1
0,2,1,30,6,1,13,5,1,1,1,4,0,0,0,0,0
0,1,1,30,6,1,13,1,18,1,1,4,0,0,0,1,1
1,2,1,30,6,1,13,5,19,1,1,4,0,1,0,0,1
0,1,1,20,6,1,13,4,17,1,1,1,0,0,0,1,1
0,1,1,30,6,1,13,1,13,1,1,1,0,0,0,1,1
0,1,1,30,2,1,0,7,1,1,1,4,0,0,0,1,1
0,2,1,40,3,1,13,1,20,1,2,1,0,1,0,0,1
0,2,1,30,6,1,16,7,9,2,2,1,0,1,0,0,1
0,1,1,20,6,1,0,1,4,1,1,4,0,0,0,1,1
0,2,1,30,6,1,18,5,9,1,1,1,0,0,0,0,0
0,1,1,30,6,1,0,4,15,1,2,1,0,0,0,1,1
0,2,1,20,6,1,0,4,8,1,4,1,0,1,0,0,1
0,2,1,40,3,1,0,6,19,1,1,1,0,0,0,0,0
1,2,1,30,6,1,16,2,16,1,1,1,0,1,0,0,1
1,2,1,30,6,1,0,3,8,1,1,1,0,1,0,0,1
0,2,3,30,6,2,0,2,16,1,1,4,0,0,0,0,0
0,2,1,30,6,1,16,5,18,2,2,4,0,0,0,0,0
0,2,2,30,3,1,16,2,20,2,2,4,0,0,0,0,0
0,1,1,30,6,1,0,1,5,1,1,1,1,0,0,1,1
1,2,1,20,2,1,0,4,14,1,1,1,0,0,0,1,1
0,1,2,20,6,1,13,6,7,1,1,1,0,0,0,1,1
0,2,1,30,6,1,0,4,16,1,1,1,0,0,0,0,0
0,1,2,20,6,1,13,3,21,4,2,4,0,0,0,1,1
0,2,1,20,6,1,16,5,16,2,2,1,0,0,0,0,0
0,2,1,30,6,1,16,4,16,1,1,1,0,1,0,0,1
0,1,1,20,6,1,0,2,14,4,1,1,0,0,0,1,1
1,2,1,20,6,1,16,4,22,1,1,4,0,1,0,0,1
0,2,1,30,6,1,13,2,17,1,1,1,0,1,0,0,1
1,1,1,20,6,1,0,4,15,1,1,1,0,0,0,1,1
1,1,1,30,6,1,16,2,11,1,1,1,0,0,0,1,1
0,1,1,40,3,1,16,6,12,1,1,1,0,0,0,1,1
0,2,1,30,6,1,13,6,8,1,2,1,0,0,0,0,0
0,2,1,20,6,1,13,3,18,1,1,1,0,0,0,0,0
0,2,1,20,6,1,13,6,14,1,1,1,0,1,0,0,1
0,2,1,30,6,1,13,1,14,1,1,1,0,0,0,0,0
0,2,2,30,2,1,17,6,7,1,1,1,0,0,0,0,0
0,2,1,30,3,1,16,3,0,1,1,1,0,0,0,0,0
0,2,1,30,3,1,16,5,18,1,1,4,0,0,0,0,0
0,2,2,30,3,1,13,6,19,1,1,1,0,0,0,0,0
1,2,1,30,6,1,13,3,17,1,1,1,1,1,0,0,1
0,2,1,30,6,1,13,7,16,1,1,1,0,0,0,0,0
1,1,1,30,6,1,13,2,15,1,1,1,0,0,0,1,1
0,1,1,20,6,1,0,1,11,2,2,1,0,0,0,1,1
0,2,1,30,6,1,13,4,8,1,2,1,0,1,0,0,1
0,1,1,30,6,1,17,7,20,1,2,4,0,0,0,1,1
0,1,1,30,6,1,13,4,16,1,2,1,0,0,0,1,1
0,2,1,40,3,1,17,3,10,1,1,1,0,0,0,0,0
0,2,2,30,6,1,13,1,7,2,2,4,0,0,0,0,0
0,1,1,30,6,1,0,4,12,1,1,1,0,1,0,1,1
0,2,2,30,6,1,16,4,19,1,2,4,0,0,0,0,0
1,2,1,30,3,1,16,6,16,1,1,1,0,0,0,0,0
0,2,2,30,6,1,0,1,5,1,1,4,0,0,0,0,0
0,2,3,30,3,1,13,6,19,1,1,1,0,0,0,0,0
0,2,1,30,6,1,0,6,15,1,1,1,0,0,0,0,0
0,1,1,20,6,1,0,3,11,1,2,1,0,0,0,1,1
0,1,1,30,6,1,16,2,19,1,1,1,0,0,0,1,1
1,2,1,40,3,1,0,3,19,2,2,4,0,1,0,0,1
0,2,1,30,6,1,16,6,15,1,2,1,0,0,0,0,0
0,2,1,20,2,1,13,5,21,1,1,5,0,1,0,0,1
1,1,2,30,3,1,0,5,14,1,1,1,0,1,0,1,1
0,2,1,40,3,1,16,6,0,1,1,4,0,0,1,0,0
0,3,3,20,3,1,16,6,14,1,1,1,0,0,0,0,0
0,1,1,30,6,1,13,3,18,1,1,4,0,0,0,1,1
0,2,1,30,3,1,13,4,12,1,1,1,0,0,0,0,0
0,1,1,20,6,1,13,7,14,1,1,1,0,1,0,0,1
0,2,1,30,6,1,13,5,13,1,1,1,0,1,0,0,1
1,1,1,20,2,1,0,3,0,1,1,4,0,0,0,1,1
0,2,2,20,3,1,0,3,23,1,2,4,0,0,1,0,0
1,1,1,30,6,1,16,7,20,1,1,4,0,0,0,1,1
1,2,1,30,6,1,0,4,15,1,1,1,0,1,0,0,1
0,2,1,20,6,1,16,1,1,1,1,4,0,0,0,0,0
0,2,1,20,1,1,0,3,11,1,1,1,0,1,0,0,1
0,2,1,30,6,1,0,6,16,1,1,1,0,1,0,0,1
1,1,1,30,3,1,16,2,16,1,1,1,0,0,0,0,0
0,2,1,30,6,1,0,5,19,1,2,4,0,1,0,0,1
0,2,1,30,6,1,19,3,13,1,1,1,0,0,0,0,0
0,2,1,20,-99,1,0,6,15,5,2,1,0,1,0,0,1
0,2,1,30,3,1,0,5,5,1,2,4,0,1,0,0,1
0,1,1,20,6,1,0,3,21,1,1,4,0,1,0,0,1
0,1,1,20,-99,1,0,4,8,1,2,1,0,0,0,1,1
1,2,1,30,6,1,0,4,15,1,1,1,0,1,0,0,1
0,1,1,30,6,1,0,4,17,2,2,4,0,1,0,1,1
0,2,1,20,6,1,13,5,8,2,2,1,0,0,0,0,0
0,2,1,30,3,1,0,2,16,1,1,1,0,0,0,0,0
0,1,1,30,3,1,0,4,15,1,1,1,1,0,0,0,0
0,2,1,30,6,1,13,6,17,1,1,1,0,1,0,0,1
0,2,1,30,3,1,13,5,11,1,1,1,0,0,0,0,0
0,2,1,40,3,1,16,1,14,1,1,1,0,0,0,0,0
1,1,1,30,3,1,0,3,13,1,1,1,0,0,0,1,1
0,2,1,30,6,1,13,4,18,1,1,1,0,1,0,0,1
0,2,1,30,6,1,13,2,18,2,2,4,0,0,0,0,0
0,2,1,40,3,1,16,7,11,5,2,1,0,1,0,0,1
0,1,1,20,6,1,19,7,15,1,1,1,0,0,0,1,1
0,2,1,30,6,1,0,7,10,1,1,1,0,0,0,0,0
1,2,1,30,6,1,13,2,15,1,1,1,0,1,0,0,1
0,1,2,20,6,1,0,1,16,1,1,1,0,0,0,1,1
1,1,1,20,2,1,0,4,18,1,1,1,0,1,0,1,1
0,1,1,30,6,1,0,4,15,1,1,1,0,0,0,0,0
0,2,1,30,6,1,0,3,15,1,1,1,0,1,0,0,1
0,2,1,30,6,1,0,6,12,1,1,1,0,0,0,0,0
0,2,1,40,3,1,16,5,10,1,1,1,0,0,0,0,0
0,3,5,30,3,1,0,2,11,1,1,1,1,0,1,0,0
0,2,1,30,6,1,16,2,21,1,2,4,0,0,0,0,0
0,2,1,30,3,1,16,1,6,1,1,1,0,0,0,0,0
0,1,1,40,3,1,0,5,13,1,1,1,0,0,0,1,1
0,2,1,30,6,1,16,5,16,1,1,1,0,1,0,0,1
0,2,2,30,3,1,13,5,10,2,2,1,0,0,0,0,0
0,1,1,30,6,1,0,3,19,1,1,1,0,1,0,1,1
0,2,2,30,6,1,16,6,8,1,1,1,0,0,0,0,0
0,2,1,30,6,1,0,6,8,1,1,1,0,0,0,0,0
0,1,1,20,6,1,13,5,15,1,1,1,0,0,0,1,1
0,2,1,30,6,1,16,3,12,1,1,1,0,0,0,0,0
1,1,1,20,2,1,0,4,20,1,1,1,0,0,0,0,0
0,2,1,30,3,1,0,5,11,1,1,1,0,0,0,0,0
0,2,1,20,6,1,16,7,17,1,1,4,0,1,0,0,1
0,2,1,40,3,1,17,6,19,1,1,1,0,0,0,0,0
0,2,1,40,3,1,16,3,10,1,1,1,0,0,0,0,0
0,2,1,30,2,1,0,2,9,1,1,1,0,0,0,0,0
1,1,1,30,3,1,16,1,10,1,1,1,0,0,0,1,1
0,2,1,20,6,1,13,2,17,1,1,4,0,1,0,0,1
1,2,1,20,6,1,0,5,19,1,1,4,0,0,0,0,0
0,2,1,30,6,1,0,1,0,1,1,4,0,1,0,0,1
0,1,1,20,6,1,-99,2,1,1,-99,4,-99,0,0,1,1
0,2,1,30,6,1,13,1,20,1,2,6,0,1,0,0,1
0,2,1,30,3,1,16,5,11,1,1,1,0,0,0,0,0
0,2,1,30,6,1,13,5,17,1,1,4,0,1,0,0,1
1,1,1,30,6,1,0,5,17,1,1,1,0,0,0,1,1
1,3,1,30,2,1,13,1,14,1,1,1,0,1,0,0,1
0,1,1,30,6,1,0,4,8,1,1,1,0,0,0,1,1
0,1,1,30,6,1,0,7,16,1,1,1,0,0,0,1,1
0,2,1,20,6,1,16,2,15,1,2,4,0,0,0,0,0
1,2,1,20,3,1,13,3,20,1,1,4,0,1,0,0,1
1,2,3,40,3,1,16,7,12,1,1,1,0,0,0,0,0
0,1,2,30,6,1,13,5,18,1,1,4,0,0,0,1,1
1,2,1,30,6,1,0,3,15,1,2,1,0,1,0,0,1
0,2,1,30,6,1,13,3,19,1,1,1,0,1,0,0,1
0,2,1,40,3,1,16,4,15,1,2,1,0,0,0,0,0
0,1,1,20,6,1,0,2,15,1,1,1,0,0,0,1,1
0,1,1,20,6,1,0,4,17,2,2,4,0,0,0,1,1
1,2,1,20,6,1,16,4,15,2,2,1,0,1,0,0,1
1,1,4,30,6,1,13,7,16,1,1,1,0,0,0,0,0
0,1,1,30,3,1,0,6,8,1,1,1,0,1,0,0,1
1,2,1,20,6,1,0,4,17,1,2,1,0,1,0,0,1
1,2,1,20,6,1,13,5,23,1,1,4,0,1,0,0,1
0,1,1,30,6,1,0,6,15,1,1,1,0,0,0,1,1
1,2,1,30,6,1,16,3,10,1,1,1,0,1,0,0,1
0,2,1,30,3,1,16,2,14,1,2,1,0,0,0,0,0
0,1,1,30,6,1,0,5,17,1,1,4,0,0,0,1,1
0,1,1,20,6,1,0,4,17,1,2,4,0,0,0,1,1
0,1,1,20,2,1,13,7,23,1,-99,4,0,0,0,1,1
0,1,1,20,2,1,13,7,22,1,1,4,0,0,0,1,1
1,2,1,30,3,1,0,6,9,1,1,1,0,1,0,0,1
1,1,1,20,6,1,0,7,11,1,1,1,0,0,0,1,1
0,2,1,30,6,1,17,7,7,1,1,1,0,0,1,0,0
1,1,1,30,3,1,16,2,7,1,1,4,0,0,0,1,1
1,2,1,20,6,1,0,5,11,2,2,1,0,1,0,0,1
0,4,1,30,6,1,13,2,9,1,1,1,0,0,0,0,0
0,1,1,30,6,1,13,3,9,2,2,1,0,0,0,1,1
0,2,1,30,3,1,16,5,18,1,1,4,0,0,0,0,0
0,1,1,30,6,1,0,6,17,1,1,4,0,0,0,1,1
0,2,1,30,6,1,16,2,18,2,2,4,0,1,0,0,1
0,1,1,30,6,1,13,7,17,1,1,1,0,0,0,1,1
1,1,1,30,6,1,13,4,13,1,1,1,0,0,0,1,1
0,3,1,40,3,1,16,6,23,1,1,4,0,0,0,0,0
0,1,1,30,6,1,0,1,2,1,1,4,0,0,0,1,1
0,1,1,40,3,1,18,3,7,1,1,4,1,0,0,0,0
0,2,1,20,6,1,13,5,14,1,1,1,0,0,0,0,0
0,2,1,30,6,1,0,2,9,1,1,1,0,0,0,0,0
0,2,1,30,3,1,17,5,5,1,1,1,0,1,0,0,1
0,2,1,20,6,1,16,2,19,1,1,4,0,0,0,0,0
0,2,1,20,6,1,0,3,12,1,1,1,0,1,0,0,1
0,1,1,30,3,1,13,1,13,1,1,1,0,0,0,1,1
0,2,2,20,6,1,0,3,13,1,1,1,0,0,0,0,0
0,1,2,20,6,1,13,6,15,1,1,1,0,0,0,1,1
1,1,1,30,6,1,13,7,22,1,1,4,0,0,0,1,1
0,1,1,30,3,1,13,4,20,1,1,4,1,0,0,1,1
0,1,1,40,3,1,16,4,7,1,1,1,0,0,0,1,1
1,1,3,40,3,1,19,3,3,1,1,4,0,0,1,0,0
0,2,1,40,3,1,13,3,13,1,1,1,0,1,0,0,1
0,2,1,30,6,1,16,2,9,1,1,1,0,1,0,0,1
0,1,1,30,2,1,0,1,3,1,1,4,0,0,0,1,1
0,2,1,30,6,1,13,3,16,1,1,1,0,1,0,0,1
0,3,2,30,3,1,13,4,20,1,4,4,0,0,0,0,0
0,1,1,30,6,1,0,5,18,5,2,1,0,0,0,1,1
0,2,1,20,6,1,16,4,17,1,1,1,0,1,0,0,1
0,2,1,30,3,1,13,3,13,1,1,1,0,1,0,0,1
0,2,1,40,3,1,16,3,14,4,2,1,0,0,0,0,0
0,1,1,30,6,1,0,7,20,1,1,4,0,0,0,1,1
0,2,1,30,6,1,13,3,8,1,1,1,0,0,0,0,0
0,2,3,30,6,1,16,4,17,1,1,1,0,0,0,0,0
0,2,1,30,6,1,13,4,19,2,2,4,0,0,0,0,0
0,1,1,20,6,1,16,3,16,1,1,4,0,0,0,1,1
0,2,3,30,6,1,16,2,8,2,2,1,0,0,0,0,0
0,1,1,30,3,1,16,7,19,2,2,4,0,0,0,1,1
0,1,1,30,6,1,0,6,8,1,2,1,0,0,0,1,1
0,2,1,40,3,1,16,7,19,1,2,1,0,0,0,0,0
0,2,1,20,6,1,13,4,10,1,1,1,0,1,0,0,1
0,2,1,40,3,1,17,4,11,1,1,1,0,0,1,0,0
1,2,1,30,6,1,13,2,8,1,1,1,0,1,0,0,1
0,2,1,30,6,1,19,2,21,1,1,4,0,0,0,0,0
0,2,1,30,6,1,17,3,19,1,1,4,0,0,0,0,0
0,2,2,30,6,1,16,5,13,2,2,1,0,0,0,0,0
0,2,2,30,3,1,16,2,18,1,1,4,0,0,0,0,0
0,4,5,20,6,1,13,3,22,1,1,4,0,0,1,0,0
0,2,1,20,6,1,13,5,22,1,1,4,0,1,0,0,1
0,2,1,30,6,1,13,5,16,1,1,1,0,1,0,0,1
0,1,1,30,6,1,16,4,15,2,2,1,0,0,0,1,1
0,1,1,20,6,1,0,3,15,1,1,1,0,0,0,1,1
0,1,1,20,6,1,0,7,16,1,2,4,0,0,0,1,1
1,2,1,30,6,1,0,5,16,1,1,1,0,0,0,0,0
1,2,1,30,3,1,0,4,15,1,1,1,0,1,0,0,1
0,1,1,40,3,1,13,6,23,1,1,4,0,0,0,1,1
1,2,1,30,6,1,17,4,17,1,1,1,0,1,0,0,1
0,1,1,30,3,1,0,6,17,1,1,1,0,0,1,0,0
0,1,2,30,6,1,16,7,13,1,1,1,0,0,0,1,1
0,1,1,30,3,1,0,3,7,1,1,1,1,0,0,1,1
1,1,1,30,6,1,16,6,19,1,2,4,0,0,0,1,1
0,2,1,40,3,1,0,4,19,1,1,4,0,0,0,0,0
0,1,1,30,6,1,0,5,16,1,1,1,0,0,0,1,1
0,1,1,30,3,1,0,5,12,1,2,1,0,0,0,1,1
1,2,1,30,3,1,16,7,5,2,2,4,0,0,0,0,0
0,2,1,40,3,1,17,6,16,1,1,1,0,0,0,0,0
0,1,1,20,6,1,0,3,18,1,1,1,0,0,0,1,1
0,1,1,30,6,1,0,3,15,1,1,1,0,0,0,1,1
0,2,1,30,3,1,0,6,15,1,1,1,0,0,0,0,0
0,2,1,20,6,1,0,1,21,1,1,4,0,0,0,1,1
0,2,1,20,6,1,13,5,19,1,1,1,0,0,0,0,0
0,1,1,30,3,1,19,5,0,5,2,1,0,0,0,1,1
0,1,1,30,6,1,0,1,17,1,1,4,0,0,0,1,1
0,1,1,20,6,1,0,2,19,1,1,1,0,0,0,1,1
0,2,1,30,6,1,16,4,9,1,1,1,0,0,0,0,0
1,2,2,30,6,1,13,5,11,1,1,1,0,0,1,0,0
0,2,1,30,6,1,13,5,16,2,2,1,0,0,0,0,0
1,1,1,20,6,1,0,7,14,1,1,1,0,0,0,1,1
0,2,1,40,3,1,0,4,16,1,1,1,0,0,0,0,0
0,1,1,30,6,1,0,6,12,1,1,1,0,0,0,1,1
0,1,1,30,6,1,0,5,16,1,1,1,0,0,0,1,1
1,1,1,20,6,1,13,7,20,1,1,1,0,0,0,1,1
0,1,1,30,6,1,0,1,1,1,2,4,0,0,0,1,1
0,2,1,30,6,1,17,5,7,1,1,1,0,0,0,0,0
0,2,1,30,6,1,13,5,8,1,1,1,0,1,0,0,1
0,2,1,20,6,1,13,6,9,1,1,1,0,1,0,0,1
0,2,1,30,6,1,16,6,12,1,1,1,0,1,0,0,1
0,2,1,30,1,1,0,6,19,1,1,1,0,1,0,0,1
0,2,1,30,6,1,17,2,15,1,1,1,0,0,0,0,0
0,5,1,30,6,1,0,2,4,2,2,4,0,0,0,0,0
0,1,1,30,6,1,0,5,16,1,1,1,0,0,0,1,1
0,2,1,30,3,1,13,2,7,1,2,1,0,0,0,0,0
0,2,2,30,3,1,16,4,17,1,1,1,0,0,0,0,0
1,1,1,20,6,1,0,7,21,1,1,4,0,0,0,1,1
0,2,1,30,6,1,13,3,18,1,1,1,0,1,0,0,1
0,1,1,30,2,1,13,6,11,1,1,1,0,0,0,1,1
1,2,1,30,6,1,16,2,8,1,1,1,0,1,0,0,1
0,1,1,30,6,1,13,2,17,2,2,4,0,0,0,1,1
0,2,1,20,6,1,0,5,12,1,2,1,0,1,0,0,1
0,1,1,20,2,1,0,4,17,1,1,1,0,1,0,1,1
0,2,5,30,6,1,0,2,8,1,1,1,0,0,0,0,0
0,2,1,40,3,1,16,7,19,1,1,1,0,0,0,0,0
1,1,2,30,6,2,0,5,20,1,1,1,0,0,0,0,0
0,2,1,30,1,1,0,4,8,1,1,1,0,1,0,0,1
0,2,1,30,3,1,16,2,20,1,2,1,0,1,0,0,1
0,2,1,40,3,1,13,2,8,1,2,1,0,0,0,0,0
0,3,1,20,6,1,16,5,17,2,2,1,0,0,0,0,0
1,1,4,20,2,1,16,4,18,1,2,4,0,0,0,0,0
0,2,1,20,2,1,13,4,19,1,2,4,0,1,0,0,1
0,2,1,20,6,1,16,4,18,1,1,1,0,0,0,0,0
0,1,1,20,6,1,0,2,15,1,1,1,0,0,0,1,1
1,1,1,20,6,1,16,6,13,1,1,1,0,0,0,1,1
0,2,3,30,3,1,16,7,16,1,1,1,0,0,0,0,0
0,1,1,30,6,1,13,4,15,1,1,1,0,0,0,1,1
0,4,1,40,3,1,0,7,18,2,2,4,0,0,0,0,0
0,3,1,50,3,2,0,3,8,2,2,1,0,0,0,0,0
0,2,1,40,3,1,17,3,16,1,1,1,0,0,0,0,0
0,2,1,30,6,1,0,5,14,1,1,1,0,0,0,0,0
0,3,1,20,6,1,16,7,13,1,1,1,0,0,1,0,0
0,1,1,40,3,1,13,4,15,1,1,1,0,0,0,0,0
0,1,1,30,6,1,0,1,16,2,2,1,0,0,0,1,1
0,2,1,20,6,1,17,7,23,1,1,4,0,0,0,0,0
0,2,1,20,6,1,0,4,18,1,1,1,0,1,0,0,1
0,2,1,30,6,1,13,7,20,1,1,4,0,0,0,0,0
0,2,1,30,6,1,13,3,14,1,1,1,0,1,0,0,1
0,2,3,30,6,1,0,7,14,1,2,1,0,0,0,0,0
1,2,1,40,3,1,13,7,13,1,1,1,0,1,0,0,0
0,1,1,30,6,1,13,1,18,1,1,1,0,0,0,0,0
0,1,1,30,2,1,16,7,16,2,2,1,0,0,0,1,1
0,1,2,30,6,1,16,7,5,1,1,4,0,0,0,0,0
0,2,1,30,6,1,16,1,18,1,1,4,0,0,0,0,0
1,1,1,30,3,1,16,1,18,1,1,4,0,0,0,1,1
0,2,1,30,6,1,16,5,17,2,2,1,0,0,0,0,0
0,1,1,30,6,1,0,4,14,1,1,1,0,0,1,0,0
0,2,1,20,6,1,16,1,10,1,1,1,0,1,0,0,1
0,2,1,30,6,1,0,3,8,1,3,4,0,1,0,0,1
0,1,1,20,6,1,13,6,11,1,1,1,0,0,0,1,1
1,2,1,20,6,1,0,7,18,1,2,1,0,0,0,0,0
0,1,1,30,3,1,13,4,19,1,1,4,0,0,0,1,1
0,1,1,30,6,1,13,6,18,1,1,1,0,0,0,0,0
0,2,1,30,6,1,16,4,15,1,1,1,0,0,0,0,0
1,1,1,20,6,1,16,7,3,1,2,4,0,0,0,1,1
1,2,2,30,6,1,13,2,12,1,1,1,0,0,0,0,0
0,2,1,30,3,1,16,2,23,8,2,4,0,0,0,0,0
0,1,1,30,6,1,0,4,7,1,1,1,0,0,0,1,1
0,2,1,30,6,1,16,4,17,1,1,4,0,1,0,0,1
1,1,1,30,6,1,16,4,23,1,1,4,0,0,0,1,1
0,2,1,30,6,1,13,3,9,1,1,1,0,0,0,0,0
0,2,1,20,6,1,0,7,19,1,1,1,0,1,0,0,1
0,1,1,30,6,1,0,3,16,1,1,4,0,0,0,1,1
0,2,1,30,6,1,0,6,12,1,1,1,0,1,0,0,1
0,2,1,30,3,1,13,1,17,1,1,1,0,0,0,0,0
1,1,1,30,6,1,0,7,18,1,1,4,0,0,0,1,1
0,1,2,30,2,1,16,4,13,1,1,1,0,0,0,1,1
0,2,1,20,6,1,0,2,17,1,1,1,0,0,0,0,0
0,2,1,30,3,1,0,6,21,1,1,4,0,1,0,0,1
0,2,1,30,6,1,17,4,11,2,2,1,0,0,0,0,0
1,3,1,30,6,1,13,2,14,1,1,1,0,0,0,0,0
1,2,1,20,6,1,16,7,9,1,1,1,0,1,0,0,1
1,2,1,20,1,1,0,3,19,1,1,1,0,1,0,0,1
0,2,1,20,6,1,13,2,11,1,1,1,0,0,0,0,0
0,2,1,40,3,1,0,6,18,2,2,5,0,0,1,0,0
1,2,1,30,6,1,18,2,20,1,2,4,0,1,0,0,1
0,1,1,30,6,1,13,2,15,1,1,1,0,0,0,1,1
0,1,2,20,6,1,13,7,18,2,2,1,0,0,0,1,1
0,1,1,20,6,1,0,6,18,2,2,4,0,1,0,1,1
0,2,1,20,6,1,13,3,16,1,1,1,0,1,0,0,1
1,2,1,30,6,1,16,7,13,1,1,1,0,1,0,0,1
0,2,1,40,3,1,17,3,9,1,1,1,0,0,1,0,0
0,2,1,30,3,1,16,7,18,1,1,4,0,0,0,0,0
0,1,1,20,2,1,13,1,3,1,1,4,0,0,0,1,1
0,2,1,20,6,1,0,5,8,1,1,1,0,1,0,0,1
1,1,1,30,6,1,13,6,19,1,1,1,0,0,0,1,1
0,1,1,40,3,2,0,6,6,1,2,4,1,1,1,0,1
0,3,1,30,6,1,13,6,21,1,1,4,0,1,0,0,1
0,2,1,30,6,1,16,6,8,1,1,1,0,0,0,0,0
0,2,2,40,3,1,16,5,9,1,1,1,0,0,0,0,0
0,1,1,20,6,1,0,6,18,1,1,1,0,0,0,1,1
0,1,1,20,6,1,0,3,20,1,1,1,0,0,0,0,0
0,4,2,20,6,1,16,5,14,1,1,1,0,0,0,0,0
0,2,1,30,6,1,13,7,8,1,2,1,0,0,0,0,0
0,1,1,20,6,1,0,4,9,1,1,1,0,0,0,1,1
0,1,1,30,6,1,0,1,0,1,1,4,0,0,0,1,1
0,1,1,20,6,1,0,5,17,1,1,1,0,0,0,1,1
0,1,1,30,6,1,16,6,11,1,1,1,0,0,0,1,1
1,1,1,30,6,1,0,3,9,2,2,1,0,0,0,1,1
1,2,1,30,6,1,16,3,20,1,1,4,0,0,0,1,1
0,2,1,40,3,1,16,7,10,1,1,1,0,0,0,0,0
1,1,1,20,6,1,16,6,20,2,2,1,0,0,0,1,1
1,1,1,30,3,1,13,5,15,1,2,4,0,0,0,1,1
1,2,1,20,2,1,16,6,19,1,1,4,0,1,0,0,1
0,1,1,30,6,1,13,6,12,1,1,1,0,0,0,1,1
0,3,1,20,6,1,0,2,16,1,1,1,0,0,0,0,0
0,2,1,20,6,1,16,3,21,1,1,4,0,1,0,0,1
0,2,1,30,6,1,13,5,13,2,2,1,0,0,0,0,0
1,2,3,30,6,1,13,1,13,1,1,1,0,0,1,1,1
0,2,1,20,6,1,0,5,14,1,1,1,0,1,0,0,1
0,2,2,30,6,1,16,1,9,1,1,1,0,0,0,0,0
0,1,1,30,6,1,13,3,22,1,1,5,0,1,0,1,1
0,2,1,30,3,1,13,3,15,1,1,1,0,0,0,0,0
0,3,1,30,3,1,0,6,20,1,1,1,0,0,0,0,0
0,2,1,30,6,1,0,3,20,1,2,4,0,1,0,0,1
0,1,1,30,6,1,13,1,3,1,1,4,0,0,0,1,1
0,2,1,30,6,1,13,3,6,2,2,4,0,1,0,0,1
0,2,1,30,6,1,16,2,13,1,1,1,0,0,0,0,0
0,2,1,20,2,1,13,3,14,2,2,1,0,0,0,0,0
1,1,1,30,3,1,17,7,17,2,2,4,0,0,0,1,1
0,1,1,30,3,1,16,1,22,2,2,4,1,0,0,1,1
0,2,1,40,3,1,13,6,9,1,1,1,0,0,0,0,0
0,2,1,30,-99,1,0,4,10,1,2,1,0,0,1,0,0
1,3,2,40,3,1,13,1,16,1,1,1,0,1,0,0,1
0,1,1,30,6,1,13,2,8,1,1,1,0,0,0,1,1
1,1,1,40,3,1,0,6,3,2,2,4,0,0,0,1,1
0,2,1,30,3,1,13,1,0,1,1,4,0,0,0,0,0
0,3,1,40,3,1,16,5,12,1,1,1,1,0,0,0,0
0,1,1,30,6,1,13,6,14,1,1,1,0,0,0,1,1
0,2,1,30,6,1,13,7,18,1,1,1,0,0,0,0,0
0,3,1,30,6,1,0,2,8,1,1,1,0,0,0,0,0
0,2,1,30,3,1,13,5,21,1,1,4,0,0,0,0,0
0,2,1,30,6,1,13,3,18,1,1,4,0,1,0,0,1
0,2,1,30,6,1,0,1,20,2,2,4,0,0,0,0,0
1,1,2,30,3,1,16,2,15,1,1,1,0,0,0,1,1
1,2,2,20,6,1,16,1,2,1,2,4,0,0,0,0,0
0,2,2,30,3,1,17,5,18,1,1,1,0,0,0,0,0
0,2,1,30,3,1,16,5,19,1,1,1,0,0,0,0,0
1,1,1,30,6,1,13,5,17,1,1,1,0,0,0,1,1
0,1,1,40,6,1,0,3,23,1,1,4,0,0,0,0,0
0,2,1,30,3,1,0,5,14,1,1,1,0,0,0,0,0
0,1,1,20,6,1,13,7,23,1,1,4,0,0,0,1,1
0,1,1,30,3,1,0,7,13,1,1,1,0,0,0,1,1
0,2,1,30,6,1,17,6,13,1,1,1,0,1,0,0,1
1,1,1,30,6,1,0,4,17,2,2,1,0,0,0,1,1
0,1,1,30,6,1,0,5,16,1,1,1,0,0,0,1,1
0,2,1,20,6,1,13,5,19,1,1,4,0,1,0,0,1
0,2,1,30,6,1,13,5,9,1,1,1,0,0,0,0,0
0,2,1,30,3,1,16,7,20,1,1,4,0,0,0,0,0
1,1,1,30,-99,1,-99,7,0,1,1,6,0,0,1,1,1
0,1,1,30,6,1,0,1,18,1,1,1,0,0,0,1,1
0,2,1,30,3,1,0,6,9,1,1,1,0,0,0,0,0
0,2,1,30,6,1,0,7,12,1,1,1,0,0,0,0,0
1,1,1,30,6,1,0,1,21,2,2,4,0,0,0,1,1
0,2,1,30,6,1,17,3,14,1,1,1,0,1,0,0,1
1,2,1,20,6,1,13,1,13,2,2,1,0,1,0,0,1
