severe,speed_limit,weather_conditions,road_surface_conditions,light_conditions
1,20,1,1,1
0,20,2,2,4
0,30,-99,-99,1
0,20,1,1,1
0,20,1,1,4
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,30,1,1,1
0,20,1,-99,1
0,20,1,2,1
0,20,1,1,1
0,20,8,1,1
0,30,1,2,1
0,30,1,1,1
0,20,8,2,4
1,20,1,1,4
0,30,-99,-99,-99
0,20,1,1,1
1,20,5,2,4
0,20,-99,-99,6
0,20,1,1,1
0,20,1,1,4
1,20,1,1,1
0,20,-99,-99,4
0,20,8,2,1
0,20,1,1,1
0,20,2,-99,1
0,20,1,1,4
0,30,1,1,4
0,20,1,1,1
0,30,1,1,4
1,20,1,1,1
1,20,2,2,1
0,20,-99,-99,1
0,20,8,1,4
0,20,1,1,1
0,20,1,1,1
0,20,1,2,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,30,-99,-99,4
0,20,1,2,4
0,20,1,1,1
0,20,1,1,1
0,20,2,2,1
1,20,2,2,4
0,20,1,1,1
0,30,-99,-99,1
0,20,1,1,1
0,20,1,1,1
0,20,1,2,4
0,20,1,1,1
0,20,1,1,1
0,20,1,2,4
0,30,1,1,1
0,20,8,1,1
0,20,1,1,1
1,20,1,1,1
0,20,1,1,1
0,20,2,-99,1
0,20,2,2,1
0,20,2,2,4
0,20,1,1,4
0,20,1,1,4
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,4
0,20,1,1,1
1,20,2,2,1
0,20,1,1,1
0,20,5,2,1
0,20,2,2,4
0,20,1,2,4
0,30,-99,1,4
0,20,1,1,5
0,20,-99,-99,1
0,30,1,1,1
1,20,1,1,1
0,20,1,1,1
0,20,2,1,1
0,20,1,1,1
1,20,2,2,4
0,20,3,4,4
0,20,1,1,4
0,30,-99,-99,4
0,20,1,1,1
0,30,1,1,1
0,20,1,1,4
1,20,2,2,4
0,20,1,1,4
0,30,1,1,1
1,20,1,2,4
0,20,8,1,1
1,20,1,1,4
1,20,1,1,4
0,20,1,1,4
0,30,-99,-99,4
0,20,8,1,4
0,30,1,2,1
0,20,2,2,4
0,20,1,1,1
0,20,2,2,4
0,30,1,1,4
0,20,2,2,1
0,30,1,1,1
0,20,1,1,1
0,20,4,1,1
0,30,-99,-99,4
0,20,1,1,4
0,30,1,1,4
0,20,8,1,1
0,30,1,1,4
0,20,1,1,1
1,20,1,1,1
1,20,1,1,4
0,20,1,1,4
1,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,8,1,1
0,20,1,1,1
0,20,1,1,1
0,20,8,1,1
0,20,1,1,1
0,30,-99,-99,4
1,20,1,1,1
0,20,1,1,4
0,20,1,1,4
0,20,1,1,1
0,20,1,1,1
0,30,1,1,1
0,20,1,1,1
0,20,-99,-99,4
0,20,1,1,4
0,20,1,1,4
0,20,1,1,4
0,20,-99,-99,1
0,20,1,1,1
0,30,1,1,1
0,20,1,1,1
1,20,1,1,4
0,20,8,2,1
0,20,1,1,1
0,30,1,1,1
0,20,1,1,1
0,20,1,1,4
0,20,1,1,1
1,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
1,20,1,1,1
0,20,1,2,1
0,30,-99,-99,-99
0,20,1,1,1
0,20,1,1,1
0,20,2,2,4
0,20,1,1,1
0,30,1,1,1
1,20,1,1,1
0,20,1,1,4
0,20,1,1,1
0,30,-99,-99,1
0,20,1,1,1
0,20,-99,-99,1
0,20,1,1,4
0,20,1,2,1
0,20,1,1,1
1,20,2,2,1
0,20,1,1,4
0,20,1,1,1
0,20,1,1,1
0,20,8,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,2,2,1
0,20,8,1,1
0,20,8,1,1
1,20,-99,1,4
1,20,5,2,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
1,30,1,1,1
0,20,2,2,1
0,20,1,1,1
0,20,1,1,1
0,20,2,2,1
0,20,1,2,1
0,20,1,2,1
0,20,8,1,1
0,20,-99,-99,1
0,20,1,1,4
0,20,2,2,1
0,30,1,1,1
0,20,2,2,4
0,20,1,1,1
0,30,1,1,1
0,20,1,1,1
0,20,8,1,4
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,30,1,2,4
0,20,1,2,4
0,30,8,1,1
1,20,2,2,1
1,20,1,1,1
0,20,1,1,1
0,20,1,1,4
1,20,1,1,1
0,20,8,1,1
0,20,8,1,4
0,20,1,1,1
1,20,1,1,4
0,20,1,1,1
0,30,1,1,1
0,20,1,1,1
0,20,1,1,4
0,20,1,1,4
0,20,1,2,5
0,20,1,1,1
0,30,2,1,1
0,20,-99,1,1
0,20,4,2,4
0,20,2,2,5
1,20,1,1,4
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,30,1,1,1
1,30,1,1,1
0,20,1,1,1
0,20,-99,-99,1
0,30,1,1,1
0,20,2,2,1
0,20,1,1,4
0,20,1,1,1
0,30,2,2,1
0,30,-99,-99,4
1,20,1,1,4
0,20,1,1,1
0,20,2,2,4
0,20,8,2,4
1,20,1,1,1
0,30,1,1,1
0,20,1,1,4
0,20,1,2,1
0,20,-99,-99,1
1,20,1,1,1
0,20,8,4,1
0,30,1,1,4
0,20,2,2,1
0,20,1,1,1
0,20,5,2,1
0,20,1,1,4
0,20,1,1,1
0,20,1,1,1
0,20,1,1,4
0,20,1,1,4
0,30,-99,-99,1
0,20,1,1,1
0,20,1,1,4
0,20,1,1,1
1,20,1,1,1
0,20,1,1,1
0,20,1,1,4
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,-99,-99,1
0,30,8,1,1
0,20,1,1,4
0,20,2,-99,-99
0,40,1,1,1
0,20,-99,-99,1
0,20,-99,-99,1
0,20,1,1,1
0,20,2,2,1
0,20,1,1,1
1,20,1,1,1
0,20,1,1,4
0,20,1,1,1
0,20,2,2,1
0,20,1,1,1
0,30,1,1,4
0,20,1,1,1
0,20,1,1,1
1,20,1,1,1
0,20,8,-99,1
0,20,1,1,1
1,20,1,1,4
0,20,1,1,1
0,20,1,1,1
0,30,1,1,1
0,20,1,1,1
0,20,8,1,1
0,30,1,1,4
0,20,1,1,1
1,20,1,1,4
0,30,1,1,4
1,20,1,1,4
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,-99,1
0,20,1,1,1
0,20,1,1,4
1,20,1,1,1
0,20,1,1,1
0,20,1,2,1
1,20,1,1,1
0,20,1,-99,4
0,20,2,1,1
1,20,1,1,1
0,20,1,1,1
0,20,1,1,4
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,-99,-99,4
0,20,-99,1,4
0,30,1,1,4
0,20,1,1,1
1,20,2,2,1
0,20,2,1,1
0,20,1,1,4
0,30,8,1,4
1,20,2,2,4
0,20,1,1,1
0,30,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,8,1,1
0,20,1,1,1
0,20,2,2,1
0,20,-99,-99,1
0,20,8,1,1
0,20,1,1,1
0,20,2,2,4
0,20,2,2,1
0,20,1,2,4
0,20,2,2,1
0,20,-99,1,1
0,30,8,1,4
0,20,1,1,1
0,30,1,1,4
0,30,-99,-99,1
0,20,1,-99,1
0,20,1,1,1
1,20,4,2,4
0,20,2,2,1
0,20,1,1,1
0,20,1,1,4
0,20,1,1,4
0,20,1,1,1
0,20,1,1,1
0,30,8,1,1
0,30,1,1,1
1,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,4,2,4
0,20,2,2,1
0,30,-99,-99,1
0,20,1,1,1
1,20,1,1,1
0,30,2,2,1
0,20,2,-99,4
0,20,1,1,1
0,30,1,1,1
1,20,1,1,1
0,20,-99,-99,1
1,20,2,2,4
0,20,8,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
1,20,1,1,1
0,20,1,1,1
0,30,-99,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,4
0,30,-99,-99,4
0,20,2,2,1
1,20,1,2,4
0,20,-99,-99,1
0,20,1,1,1
0,20,1,1,4
0,20,1,1,1
0,20,1,2,4
0,20,1,1,1
1,20,1,1,1
0,20,1,2,4
0,20,1,1,4
0,30,-99,-99,1
0,30,-99,-99,-99
0,20,1,1,4
0,30,1,2,1
0,20,1,1,1
0,20,1,1,1
1,20,1,1,1
0,20,1,1,4
1,20,1,1,4
0,20,1,1,1
0,20,2,2,1
0,20,1,1,1
0,20,1,1,4
0,20,1,1,1
0,20,1,-99,1
0,20,2,2,4
0,30,1,1,1
0,20,1,1,4
1,20,1,1,1
0,20,-99,-99,1
0,30,1,1,1
0,30,-99,-99,1
0,20,1,1,1
1,20,1,1,4
0,20,1,1,4
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,4
0,20,1,1,1
0,20,1,2,4
0,20,8,1,1
1,20,2,2,4
0,30,1,1,4
0,20,1,1,4
0,20,-99,-99,1
0,20,1,1,4
0,20,1,1,1
0,30,1,1,4
0,20,1,1,1
0,20,1,1,1
0,20,1,1,4
0,20,-99,-99,1
0,20,1,1,1
0,20,1,1,1
1,20,1,1,1
0,20,1,1,4
0,30,1,1,4
1,20,1,1,4
1,20,1,1,4
0,20,1,1,4
1,20,1,1,1
0,20,1,2,4
1,20,1,1,1
1,20,1,1,1
0,20,1,1,1
0,20,1,1,4
0,20,1,2,1
1,20,1,1,1
1,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,2,1,1
1,20,1,1,4
0,30,2,2,1
0,20,1,1,1
0,20,-99,1,1
0,20,1,1,1
0,20,1,1,4
0,20,1,1,1
0,20,1,1,4
0,30,8,1,1
1,20,1,1,1
0,20,1,1,1
0,20,1,1,4
1,20,1,1,1
0,20,1,1,4
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
1,20,1,2,4
1,30,1,1,4
0,20,1,2,1
0,20,1,1,1
0,30,1,1,1
0,20,1,1,4
1,20,1,1,1
0,20,1,1,1
1,20,1,1,1
0,40,1,1,1
0,20,1,1,1
0,20,1,1,1
0,30,1,1,4
0,20,1,1,1
0,30,2,2,1
0,20,1,2,4
0,20,1,1,4
0,20,8,2,4
0,30,-99,-99,1
1,20,2,2,4
0,20,1,1,1
1,20,1,1,1
0,30,-99,-99,1
0,30,1,1,4
0,20,1,1,1
0,20,1,1,4
0,30,-99,-99,1
1,20,1,1,4
0,20,1,1,1
0,20,1,1,1
1,20,1,1,1
0,30,1,1,4
0,20,1,1,1
0,20,1,1,1
1,20,1,1,1
0,20,1,1,1
1,20,1,1,1
0,20,1,1,4
0,30,1,1,1
0,20,1,1,1
1,20,1,1,4
0,20,1,2,1
0,20,1,1,1
0,30,1,1,4
0,30,-99,1,1
1,20,1,1,4
0,20,-99,-99,4
0,30,1,1,1
0,20,-99,-99,1
1,20,1,1,4
0,20,-99,-99,-99
0,20,1,1,1
0,20,1,1,1
0,20,2,2,4
0,20,-99,-99,1
0,20,2,1,1
0,20,1,1,1
0,20,1,1,4
0,20,2,2,1
0,20,8,1,1
0,20,2,2,1
0,20,1,1,4
0,20,1,1,1
1,20,1,1,4
0,20,1,1,1
0,30,-99,-99,1
0,30,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,2,1
0,20,8,1,1
0,20,1,1,1
0,30,1,1,4
0,20,1,1,4
0,20,1,1,4
0,30,-99,-99,1
1,20,1,1,4
0,20,-99,2,1
0,30,1,1,4
1,30,1,1,1
0,30,1,1,1
0,30,2,2,4
1,30,2,2,4
0,30,1,1,1
0,20,1,1,4
0,30,-99,-99,1
0,40,1,1,1
0,20,2,2,4
0,30,2,2,4
0,20,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,-99,-99,-99
1,30,1,1,1
0,20,1,1,1
0,30,2,2,4
0,20,1,1,4
0,30,1,1,4
0,20,-99,-99,1
0,20,1,1,1
0,30,1,1,4
0,30,1,1,1
0,30,8,1,1
0,30,1,1,1
1,30,2,2,1
1,30,2,2,-99
0,20,-99,-99,-99
0,20,1,1,1
0,30,1,1,1
0,20,1,1,4
0,30,1,1,4
0,20,-99,-99,1
0,20,2,2,5
0,20,1,1,4
0,20,1,1,1
0,30,1,1,4
0,20,1,1,1
0,30,1,1,1
1,30,1,1,1
1,30,1,2,1
0,30,1,1,1
0,30,1,1,1
1,30,8,1,1
0,30,1,1,4
0,30,1,2,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
1,20,5,2,1
0,20,1,1,1
0,20,8,1,1
1,30,1,1,1
0,20,8,1,1
0,30,-99,-99,1
0,30,-99,-99,1
0,30,1,1,1
0,30,-99,-99,1
0,20,2,2,1
0,30,2,5,1
0,30,-99,-99,4
0,20,-99,-99,1
1,30,1,1,1
1,30,2,2,4
0,30,-99,1,4
1,30,2,2,1
0,30,-99,-99,1
0,30,1,1,1
0,30,1,1,1
0,20,-99,-99,1
0,30,5,2,1
0,20,1,1,1
1,30,1,2,4
0,30,1,1,4
0,30,-99,-99,1
1,20,1,2,1
0,30,-99,-99,1
0,30,2,2,4
0,30,1,1,1
0,30,4,1,1
0,30,1,1,1
0,20,1,1,4
0,30,1,1,1
1,30,8,2,4
0,30,1,1,1
0,30,1,1,1
0,20,1,1,4
1,40,1,1,1
1,30,-99,1,-99
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,20,-99,-99,1
0,30,-99,2,1
0,20,1,1,4
1,20,1,1,1
0,30,1,1,4
0,30,1,2,4
1,30,2,2,4
1,30,2,2,1
0,30,2,2,1
0,30,1,2,4
0,30,1,1,1
0,30,1,1,1
0,20,1,2,1
0,20,1,2,1
0,20,1,2,4
1,30,1,1,1
0,20,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,-99,-99,4
0,20,1,1,1
0,30,1,1,1
0,20,-99,-99,4
0,20,-99,-99,-99
0,20,1,2,4
0,30,1,1,1
0,20,2,2,1
1,30,1,2,4
0,30,2,2,4
0,20,1,1,1
0,30,-99,-99,-99
0,20,8,1,1
0,30,4,1,4
0,30,-99,-99,-99
0,30,2,2,1
1,30,-99,-99,1
0,20,1,1,1
0,30,1,1,1
0,30,-99,-99,1
0,30,-99,-99,-99
0,30,1,1,1
0,30,1,1,1
0,20,-99,-99,1
0,20,-99,-99,4
0,20,-99,-99,4
0,30,1,1,1
0,30,1,1,1
1,30,1,1,1
0,30,-99,-99,1
1,20,1,1,4
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,20,1,1,1
0,20,2,2,1
0,20,1,1,1
0,20,2,2,4
0,40,1,1,4
0,30,8,2,1
0,20,1,1,4
1,40,1,1,1
0,20,2,2,4
0,20,8,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,-99,-99,1
0,30,1,1,4
0,30,1,1,1
0,30,1,1,4
0,30,1,1,4
0,30,7,2,4
0,30,-99,-99,1
0,20,1,2,6
0,30,1,1,1
0,30,1,1,1
0,20,2,2,1
0,20,8,1,1
0,20,1,1,1
1,30,1,1,1
0,30,5,2,1
0,20,1,1,4
0,30,2,2,1
0,30,1,1,1
0,20,1,1,1
0,20,-99,-99,1
0,30,1,1,1
1,30,1,1,1
0,30,1,2,1
0,30,1,1,1
0,20,1,1,1
0,30,1,1,-99
0,30,1,1,1
0,30,1,1,1
0,20,1,2,1
1,30,1,1,1
1,40,1,1,4
0,30,1,1,4
0,30,1,1,4
0,30,1,1,1
0,20,2,2,4
0,40,1,1,1
0,20,1,1,1
0,20,1,1,1
1,30,1,1,4
0,30,1,1,1
0,40,1,1,1
0,20,1,1,1
1,30,1,1,1
0,30,1,1,1
1,30,1,4,4
0,20,1,2,1
0,30,1,1,4
1,20,1,1,1
1,30,1,1,1
0,20,2,2,1
1,30,1,1,1
0,30,2,2,4
1,30,1,1,1
0,30,1,1,4
1,30,2,2,1
0,30,1,1,1
0,30,-99,-99,1
0,30,1,1,1
0,30,2,2,1
0,20,1,1,4
0,20,2,2,1
0,20,1,1,1
0,30,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,1,1,4
0,20,-99,-99,1
0,20,8,1,1
0,30,1,2,4
0,20,1,1,1
0,30,1,1,1
0,30,2,2,1
0,30,1,1,1
0,20,8,2,1
0,30,1,1,1
1,20,1,1,4
0,30,8,1,1
0,30,1,1,1
0,30,1,1,1
0,20,1,1,4
0,30,1,1,4
0,30,1,1,4
0,30,2,2,4
0,40,2,2,1
0,20,1,2,1
0,30,1,1,1
0,20,1,1,1
0,30,2,2,1
0,30,1,1,1
0,30,4,1,1
0,30,-99,-99,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
1,30,1,1,1
1,20,2,2,4
0,30,1,1,1
0,30,-99,-99,1
0,30,1,1,1
0,30,1,1,1
0,30,-99,-99,1
1,30,1,1,1
0,20,1,1,1
0,30,-99,1,4
1,20,1,1,1
0,30,1,4,4
0,20,1,1,1
0,30,1,1,4
0,30,3,2,4
0,30,-99,-99,1
0,30,1,1,1
0,30,1,1,1
0,20,5,2,4
0,20,1,1,4
0,30,-99,-99,1
0,30,1,1,1
0,30,1,1,1
0,30,8,2,1
0,20,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,2,1
0,20,1,1,1
0,30,1,1,1
0,20,1,1,4
0,20,1,1,4
0,30,8,1,4
0,30,1,1,1
0,20,1,1,1
1,30,1,1,1
0,30,1,1,1
0,20,1,1,1
1,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,4
0,20,1,1,1
0,40,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,2,2,4
0,30,1,1,1
0,30,8,1,1
0,30,1,1,4
1,30,1,2,4
0,30,2,2,1
1,20,1,1,1
0,20,2,2,1
0,30,1,1,1
0,30,-99,-99,1
1,20,1,1,1
0,30,1,1,1
0,30,1,1,1
1,20,-99,-99,4
1,30,1,1,1
1,20,1,1,4
0,30,1,1,1
0,20,1,1,1
0,30,-99,1,1
0,20,1,1,-99
0,20,1,1,1
0,30,1,1,1
0,20,-99,-99,-99
0,30,1,1,1
0,30,1,1,1
0,30,1,1,4
1,30,2,2,4
0,20,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,1,2,1
0,20,2,2,1
0,30,-99,-99,1
1,30,1,1,1
0,30,1,1,1
0,20,5,2,4
1,30,1,1,1
0,20,-99,-99,1
0,30,2,2,6
0,30,1,1,1
0,30,1,1,1
0,30,1,2,4
0,30,1,1,1
1,30,1,1,1
0,20,-99,-99,4
0,20,1,1,1
0,30,1,1,1
1,40,8,2,5
0,20,-99,-99,1
0,20,1,1,1
0,20,1,2,1
0,20,1,1,1
0,30,8,1,1
1,30,5,2,1
0,30,1,2,4
0,30,1,1,1
1,20,1,1,1
0,30,1,1,4
1,30,1,2,1
0,30,2,2,1
1,30,1,1,1
0,30,1,1,1
0,30,1,1,4
0,30,1,1,1
0,30,1,1,1
0,30,1,1,4
0,20,1,1,1
0,30,1,1,1
1,30,1,1,1
1,20,1,2,1
0,20,1,2,5
0,30,1,1,4
0,30,1,1,1
1,20,1,1,1
0,30,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
1,30,1,1,1
0,30,8,2,1
0,20,1,4,1
0,20,-99,-99,1
0,20,1,2,1
1,20,1,1,4
0,30,1,2,4
1,30,2,2,4
0,30,-99,-99,1
0,30,1,1,1
0,20,8,1,1
0,30,-99,-99,1
1,20,1,1,1
0,30,1,1,1
1,30,1,1,4
0,30,2,2,1
0,20,1,1,1
0,30,2,2,1
0,30,1,2,4
0,20,5,2,4
1,30,1,1,4
0,30,8,1,4
0,30,1,1,1
0,20,1,2,4
0,30,1,1,4
0,30,1,1,1
0,20,1,1,1
0,30,1,1,4
1,30,1,1,1
0,20,2,2,4
0,30,1,2,4
0,20,2,2,1
0,20,1,1,1
0,40,1,1,1
0,20,1,1,4
0,30,2,2,4
1,30,1,1,4
0,30,1,1,1
0,30,2,2,4
0,30,1,2,4
0,30,1,1,1
0,30,-99,-99,1
0,20,1,1,1
0,30,1,2,1
0,30,8,-99,1
1,30,1,1,1
0,30,1,1,4
0,20,-99,-99,1
0,30,1,1,1
0,20,1,1,1
0,20,1,1,1
0,30,5,2,1
0,20,4,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,30,1,2,1
0,20,1,2,1
0,20,1,1,4
0,20,2,2,4
0,20,8,1,1
0,40,1,1,1
1,30,2,2,4
0,30,1,1,4
1,30,1,1,1
0,20,2,2,6
0,20,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,7,2,1
0,30,1,1,1
0,30,-99,1,1
0,30,1,1,4
0,30,2,2,1
0,30,-99,1,-99
0,40,2,2,1
0,30,7,2,1
0,30,1,1,1
0,20,8,1,1
0,30,8,1,1
0,30,2,2,4
0,30,1,1,1
0,20,2,2,1
0,20,1,2,1
1,20,1,1,1
0,20,1,1,1
1,30,1,1,1
0,20,-99,-99,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,2,2,4
0,30,1,1,1
0,20,-99,-99,1
0,20,-99,-99,1
0,30,1,1,4
0,30,-99,1,4
1,30,1,1,1
1,30,1,1,1
0,30,2,2,4
0,30,1,2,4
0,20,1,1,1
0,30,1,1,1
0,30,-99,-99,1
0,20,8,2,4
0,30,1,1,1
0,30,1,2,1
0,20,2,2,1
0,20,1,1,1
0,20,1,2,4
0,30,1,1,1
0,30,1,1,4
1,30,1,1,1
0,20,2,2,1
0,30,1,1,4
0,30,1,1,4
1,30,8,2,4
1,30,1,2,4
0,30,1,1,1
1,20,1,1,4
0,20,1,1,4
0,20,1,1,1
0,20,1,1,1
0,40,1,1,1
0,30,1,4,4
0,30,2,2,1
1,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,20,1,1,4
0,30,1,1,1
0,30,8,1,1
0,20,1,2,4
0,30,1,1,1
0,30,2,2,1
0,30,1,2,1
0,30,1,1,1
1,20,2,2,4
0,30,2,2,1
0,30,8,1,4
0,30,1,2,1
0,30,2,3,4
0,30,-99,-99,1
1,20,1,1,1
0,20,8,1,1
0,30,2,2,4
0,30,8,2,1
1,20,1,1,1
0,30,1,2,1
0,30,1,1,1
0,30,-99,-99,1
0,20,1,1,1
0,30,1,1,1
0,30,8,2,4
0,30,1,1,1
1,30,1,1,1
0,30,8,1,1
0,20,1,1,4
0,30,1,1,1
0,20,2,2,1
0,30,2,2,4
0,30,1,1,1
0,30,1,1,1
0,30,2,2,1
0,20,1,1,4
0,30,1,1,1
0,20,1,1,1
1,20,2,2,1
0,20,1,1,1
0,30,1,2,4
0,20,2,2,4
0,20,1,1,1
1,40,1,1,1
1,20,1,1,4
0,20,1,1,1
1,30,1,1,4
0,30,1,1,1
1,20,5,2,4
0,30,1,1,1
1,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,2,2,1
0,30,8,1,1
0,20,1,1,1
0,30,1,1,1
1,20,1,1,1
0,30,1,1,1
0,30,1,1,1
1,20,1,1,1
0,30,1,1,1
0,40,1,1,1
0,20,1,1,1
0,20,8,1,4
0,30,1,2,1
1,30,1,1,1
0,30,1,1,1
0,20,1,1,1
0,20,-99,-99,1
0,30,1,1,1
0,20,1,1,1
1,20,8,2,4
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,20,2,2,1
0,20,1,1,4
0,20,1,1,4
0,30,1,2,1
0,30,-99,-99,1
0,40,1,1,1
0,30,1,1,4
0,30,2,2,4
0,20,8,1,1
0,30,1,1,1
0,20,1,1,1
0,20,-99,-99,1
0,30,1,1,4
0,30,1,-99,1
0,30,1,1,1
0,30,-99,1,1
0,30,-99,1,1
1,30,1,1,1
0,30,1,1,1
0,20,1,1,1
1,30,1,1,1
0,30,1,1,1
0,30,1,1,1
1,30,1,1,4
0,20,1,1,1
0,30,1,1,1
0,30,1,1,4
0,30,1,1,1
0,30,2,2,1
0,30,1,1,1
0,20,1,1,1
0,30,1,1,4
0,30,1,1,1
0,20,1,1,4
0,20,1,2,1
1,20,5,2,4
0,30,1,1,1
0,30,1,2,4
0,20,1,1,1
1,30,1,1,1
0,30,1,1,4
0,30,1,1,4
1,20,1,1,1
0,30,1,1,1
0,30,-99,-99,1
0,30,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,20,1,4,4
0,30,1,1,1
0,20,-99,-99,1
0,30,-99,-99,1
1,30,1,1,1
0,30,1,1,1
0,30,1,1,4
0,30,1,1,1
0,20,1,1,4
1,20,1,1,1
0,20,1,1,1
1,60,7,2,6
0,30,-99,2,-99
1,40,5,2,6
0,30,-99,-99,-99
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
1,30,1,1,1
0,30,1,1,1
1,20,1,1,1
0,20,8,2,1
0,20,1,1,1
1,20,1,1,1
0,30,1,1,1
0,30,2,2,1
0,30,1,1,1
0,30,2,2,1
1,30,1,1,1
0,30,1,1,1
0,20,1,1,4
0,30,1,1,1
0,20,1,1,1
0,30,2,2,4
1,20,1,1,4
0,20,1,1,1
0,20,1,2,1
0,20,1,1,1
0,30,4,1,4
0,20,8,1,1
0,30,1,1,1
0,20,1,1,4
0,20,8,1,1
0,20,8,1,1
0,20,1,1,1
0,30,8,1,4
0,30,1,1,1
0,20,1,2,1
1,30,2,2,4
0,20,7,2,4
0,20,1,2,1
0,30,1,1,4
0,20,8,1,1
0,30,1,1,1
0,20,1,2,1
0,30,1,2,1
1,30,1,1,4
1,30,1,2,1
1,20,1,1,4
0,30,8,1,4
0,30,2,2,1
1,30,1,1,1
1,30,8,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,4
0,20,1,1,1
1,40,1,1,1
0,20,1,1,1
0,30,8,2,1
0,20,1,1,1
0,30,2,2,1
0,20,1,1,1
0,20,1,1,1
0,20,2,2,1
0,30,2,2,1
1,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
1,20,7,2,4
1,30,1,1,4
0,30,-99,-99,1
1,30,1,1,1
0,30,1,1,4
0,30,-99,-99,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,4
0,30,8,2,1
0,30,-99,-99,1
0,30,2,2,-99
0,40,1,2,1
0,20,2,2,1
0,30,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,2,1
0,20,1,1,1
0,30,1,1,1
0,30,1,1,1
0,20,-99,-99,1
0,30,1,1,5
0,30,1,1,1
0,30,1,1,5
0,30,1,1,1
0,20,8,1,1
0,20,-99,-99,1
0,20,1,1,1
0,20,1,1,4
0,20,8,1,1
0,30,-99,-99,1
0,30,1,1,1
1,20,1,1,1
0,30,1,1,4
0,30,1,1,1
1,30,-99,-99,1
0,30,-99,1,1
0,40,1,1,4
0,30,2,2,1
0,20,1,1,4
0,20,1,4,1
1,30,4,1,1
0,30,1,1,1
0,30,1,1,1
0,30,2,2,4
0,30,1,2,1
0,30,1,1,1
0,20,1,1,1
0,30,-99,1,4
0,30,1,1,1
0,20,1,1,1
0,40,1,1,4
0,40,1,1,1
0,30,-99,-99,1
0,40,1,2,1
0,20,1,1,1
1,20,1,1,1
0,20,-99,1,1
0,20,-99,-99,1
0,30,1,1,1
1,20,1,1,1
1,30,1,1,1
